departamento;municipio;circuito;establecimiento;mesa;electores;paso_saenz;paso_fdt_leavy;paso_fdt_isa;paso_olmedo;paso_fit_villegas;paso_fit_gil;paso_fit_lopez;paso_fernandez;grales_saenz;grales_fdt_leavy;grales_olmedo;grales_fit_lopez;grales_fernandez
CAPITAL;SALTA;2E;ESCUELA Nº 4315 REINO DE BELGICA;1183;295;108;22;13;36;1;4;3;2;133;23;28;11;0
CAPITAL;SALTA;2E;ESCUELA Nº 4315 REINO DE BELGICA;1184;295;108;27;11;29;0;1;5;0;123;30;29;6;3
CAPITAL;SALTA;2E;ESCUELA Nº 4315 REINO DE BELGICA;1185;294;107;11;15;34;1;3;4;3;106;31;32;10;1
CAPITAL;SALTA;2E;ESCUELA Nº 4315 REINO DE BELGICA;1186;295;109;17;9;40;0;0;4;2;122;23;36;9;3
CAPITAL;SALTA;2E;ESCUELA Nº 4315 REINO DE BELGICA;1187;298;105;19;13;33;2;0;4;3;108;30;35;9;2
CAPITAL;SALTA;2F;E.E.T. Nº 3138 ALBERTO EINSTEIN;1188;335;112;19;21;49;0;2;5;1;126;23;49;8;3
CAPITAL;SALTA;2F;E.E.T. Nº 3138 ALBERTO EINSTEIN;1189;334;129;34;13;36;1;3;7;2;133;42;41;9;4
CAPITAL;SALTA;2F;E.E.T. Nº 3138 ALBERTO EINSTEIN;1190;337;114;22;17;37;1;3;7;2;136;24;42;7;5
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1191;332;93;23;21;41;1;0;9;6;137;24;38;9;6
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1192;333;106;37;22;38;1;2;5;3;154;31;38;7;2
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1193;333;132;21;13;40;0;2;1;0;146;24;41;4;1
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1194;333;115;18;25;34;1;3;1;5;138;29;41;8;6
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1195;332;113;31;17;45;1;2;4;3;138;32;42;9;5
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1196;334;113;26;8;31;4;3;5;1;135;30;32;10;0
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1197;334;107;22;22;41;1;2;7;2;134;23;48;3;4
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1198;334;118;23;19;35;1;3;7;4;136;23;36;11;2
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1199;333;117;25;14;44;0;1;5;4;132;27;39;9;2
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1200;334;116;26;13;41;3;3;5;1;140;24;45;4;4
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1201;334;115;25;22;40;4;5;9;2;142;29;44;12;4
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1202;334;113;33;12;33;1;6;3;4;129;34;37;10;6
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1203;334;137;19;15;26;2;4;7;1;167;19;22;4;3
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1204;332;95;23;22;45;3;4;7;2;117;32;46;10;4
CAPITAL;SALTA;2F;ESCUELA Nº 4012 PTE. JULIO ARGENTINO ROCA;1205;337;108;34;21;46;1;3;3;1;125;34;47;8;4
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1206;344;109;41;17;33;4;2;8;4;137;32;38;17;7
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1207;344;129;19;25;39;2;4;5;4;153;25;34;4;7
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1208;344;121;23;24;43;0;3;4;6;153;33;36;5;9
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1209;344;121;28;19;44;2;1;4;5;134;36;46;5;8
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1210;344;110;30;15;54;1;0;2;5;135;30;52;5;3
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1211;343;119;33;24;46;3;2;5;7;141;46;54;5;3
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1212;343;112;29;12;43;6;2;10;8;147;36;33;8;6
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1213;343;131;34;13;41;0;5;5;4;152;44;37;9;7
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1214;342;123;20;19;42;1;0;12;7;135;27;44;15;6
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1215;341;132;32;19;41;1;2;4;2;149;37;39;4;6
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1216;343;126;29;17;41;5;1;10;6;149;29;34;14;4
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1217;343;124;31;18;48;1;1;9;3;143;40;38;9;9
CAPITAL;SALTA;2G;ESCUELA Nº 4316 JUANA AZURDUY DE PADILLA;1218;345;119;25;18;44;3;1;8;2;134;37;40;11;4
CAPITAL;SALTA;2G;ESCUELA Nº 4645 25 DE MAYO DE 1810;1219;342;114;30;23;40;7;3;13;2;138;39;37;12;11
CAPITAL;SALTA;2G;ESCUELA Nº 4645 25 DE MAYO DE 1810;1220;342;114;31;22;46;1;3;7;1;141;30;50;3;3
CAPITAL;SALTA;2G;ESCUELA Nº 4645 25 DE MAYO DE 1810;1221;343;98;29;21;42;1;2;7;4;132;41;47;4;6
CAPITAL;SALTA;2G;ESCUELA Nº 4645 25 DE MAYO DE 1810;1222;341;134;15;15;38;1;1;5;4;162;18;28;11;4
CAPITAL;SALTA;2G;ESCUELA Nº 4645 25 DE MAYO DE 1810;1223;342;124;17;15;51;0;1;6;6;140;26;41;5;8
CAPITAL;SALTA;2G;ESCUELA Nº 4645 25 DE MAYO DE 1810;1224;343;121;24;29;37;3;3;5;3;156;15;51;7;6
CAPITAL;SALTA;2G;ESCUELA Nº 4645 25 DE MAYO DE 1810;1225;343;111;36;13;29;3;1;7;5;142;39;24;4;2
CAPITAL;SALTA;2G;ESCUELA Nº 4645 25 DE MAYO DE 1810;1226;344;125;23;13;28;4;1;9;4;134;34;44;9;2
CAPITAL;SALTA;2G;ESCUELA Nº 4660 HOGAR CARMEN PUCH DE GÜEMES;1227;344;95;43;16;43;2;3;8;6;116;48;40;8;8
CAPITAL;SALTA;2G;ESCUELA Nº 4660 HOGAR CARMEN PUCH DE GÜEMES;1228;343;128;17;19;45;2;2;7;2;147;29;42;7;6
CAPITAL;SALTA;2G;ESCUELA Nº 4660 HOGAR CARMEN PUCH DE GÜEMES;1229;343;103;36;23;40;1;4;8;5;123;41;42;16;10
CAPITAL;SALTA;2G;ESCUELA Nº 4660 HOGAR CARMEN PUCH DE GÜEMES;1230;341;112;34;15;35;1;2;2;4;142;28;42;7;5
CAPITAL;SALTA;2G;ESCUELA Nº 4660 HOGAR CARMEN PUCH DE GÜEMES;1231;343;98;14;27;39;1;3;7;1;130;28;37;9;4
CAPITAL;SALTA;2G;ESCUELA Nº 4660 HOGAR CARMEN PUCH DE GÜEMES;1232;342;114;26;15;55;4;3;2;2;134;27;51;9;8
CAPITAL;SALTA;2G;ESCUELA Nº 4660 HOGAR CARMEN PUCH DE GÜEMES;1233;346;145;26;16;30;1;1;7;2;158;35;29;6;5
CAPITAL;SALTA;2H;ESCUELA Nº 4003 DR. JOAQUIN CASTELLANOS;1234;304;108;27;16;37;0;0;1;6;120;29;35;3;7
CAPITAL;SALTA;2H;ESCUELA Nº 4003 DR. JOAQUIN CASTELLANOS;1235;305;92;19;17;39;0;0;4;5;105;31;37;1;4
CAPITAL;SALTA;2H;ESCUELA Nº 4003 DR. JOAQUIN CASTELLANOS;1236;303;104;24;17;27;1;3;6;3;119;30;26;10;2
CAPITAL;SALTA;2H;ESCUELA Nº 4003 DR. JOAQUIN CASTELLANOS;1237;303;113;30;17;39;1;1;6;3;144;29;32;5;5
CAPITAL;SALTA;2H;ESCUELA Nº 4003 DR. JOAQUIN CASTELLANOS;1238;304;100;17;21;33;1;9;3;4;131;24;31;10;0
CAPITAL;SALTA;2H;ESCUELA Nº 4003 DR. JOAQUIN CASTELLANOS;1239;305;101;18;20;48;1;3;6;2;130;26;33;11;4
CAPITAL;SALTA;2H;ESCUELA Nº 4003 DR. JOAQUIN CASTELLANOS;1240;308;111;33;12;37;1;1;4;1;124;31;26;12;4
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1241;341;140;33;28;44;1;1;5;1;147;54;45;5;4
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1242;344;125;26;23;48;2;3;8;2;157;27;39;8;3
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1243;340;130;30;15;54;1;1;6;4;154;41;53;7;2
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1244;343;130;33;27;41;1;1;2;7;145;43;44;4;5
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1245;342;118;29;23;40;7;3;3;5;157;33;37;7;8
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1246;343;126;39;17;50;3;5;10;6;148;40;43;13;5
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1247;343;114;40;16;47;0;3;7;6;133;49;53;11;4
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1248;342;145;32;18;48;3;2;4;5;156;36;46;11;8
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1249;341;130;27;20;56;3;5;5;2;138;37;53;9;4
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1250;342;138;38;21;33;2;4;3;1;151;34;39;9;5
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1251;341;122;38;23;44;4;6;5;5;122;42;53;16;10
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1252;343;129;22;16;39;4;2;5;9;142;27;54;14;5
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1253;342;114;33;26;53;3;1;10;3;131;42;52;14;2
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1254;343;131;20;24;45;5;3;11;2;151;33;50;8;4
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1255;348;124;40;22;45;2;1;4;4;155;39;40;8;6
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1256;342;127;41;20;48;0;1;5;4;126;41;55;5;6
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1257;343;119;34;24;38;0;1;9;1;131;32;49;11;3
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1258;342;123;33;19;51;2;4;1;7;139;42;61;8;6
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1259;343;121;28;14;52;2;4;7;4;139;38;50;10;5
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1260;342;150;33;14;35;0;1;2;1;143;38;38;6;6
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1261;341;147;23;20;32;0;2;5;3;167;29;25;3;7
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1262;343;106;40;18;42;6;2;5;4;124;43;45;8;4
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1263;342;122;44;16;48;2;0;6;1;140;36;52;6;4
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1264;343;112;39;25;45;1;3;7;1;132;50;42;7;4
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1265;342;132;23;19;47;3;0;3;2;133;34;46;2;6
CAPITAL;SALTA;2I;ESCUELA Nº 4006 AMERICA LATINA;1266;347;130;29;19;51;0;4;6;4;138;41;56;10;3
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1267;343;131;38;23;52;1;4;5;3;161;41;55;7;5
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1268;343;122;43;20;47;2;2;5;5;139;44;51;13;8
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1269;343;116;34;23;49;4;2;6;4;147;37;55;6;3
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1270;342;113;34;29;57;0;4;5;4;144;46;49;9;3
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1271;343;134;29;23;50;1;4;5;2;172;41;50;6;5
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1272;342;142;36;22;55;1;1;5;1;165;43;42;9;3
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1273;342;128;29;19;39;0;0;1;1;157;31;51;3;5
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1274;343;118;45;21;48;2;2;3;2;152;42;56;3;10
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1275;342;111;38;25;55;2;5;4;9;141;28;59;9;11
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1276;342;124;30;17;45;0;0;7;4;148;39;39;12;4
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1277;342;110;32;19;58;4;3;8;2;147;31;44;13;5
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1278;342;98;46;28;55;5;1;9;3;119;64;45;8;3
CAPITAL;SALTA;2J;ESCUELA Nº 4034 SANTA LUCIA;1279;346;102;39;24;39;2;2;8;10;126;46;53;8;8
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1280;342;111;32;41;39;2;1;2;7;139;44;43;8;7
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1281;343;125;43;22;54;1;3;4;2;131;55;52;6;5
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1282;343;114;30;24;38;1;4;5;4;130;42;43;6;7
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1283;340;132;36;23;49;3;2;5;1;152;34;54;9;2
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1284;342;116;32;26;52;0;5;7;4;135;37;57;10;6
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1285;342;117;34;24;43;2;3;14;1;130;43;43;17;7
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1286;342;137;33;24;43;0;1;6;4;145;39;50;7;6
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1287;345;119;30;36;46;1;5;4;8;128;45;58;6;4
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1288;343;123;26;21;56;2;2;5;3;157;25;55;6;5
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1289;340;111;30;38;46;4;1;3;2;140;42;44;5;9
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1290;339;118;29;28;39;3;3;7;3;143;39;40;11;3
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1291;339;117;27;23;55;1;2;1;1;149;33;48;3;1
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1292;345;120;27;29;55;0;2;3;2;140;36;57;7;3
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1293;343;132;37;21;39;2;3;4;2;147;35;33;11;6
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1294;344;125;39;16;62;2;4;4;1;149;36;60;8;3
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1295;344;127;37;16;37;1;2;7;2;144;41;40;8;2
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1296;344;115;34;22;51;2;4;7;3;140;37;46;15;12
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1297;343;120;42;18;61;2;3;2;3;145;47;50;7;7
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1298;344;137;43;14;34;5;4;1;4;140;49;42;7;6
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1299;343;100;41;21;55;3;3;8;2;127;39;50;8;5
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1300;343;136;32;11;47;1;2;7;4;129;37;65;7;6
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1301;342;140;43;17;33;4;2;5;3;141;45;47;12;3
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1302;344;116;30;19;52;3;3;7;1;149;42;39;8;1
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1303;344;118;29;24;54;3;2;4;2;156;33;35;8;7
CAPITAL;SALTA;2K;ESCUELA Nº 4014 SAN JOSE;1304;348;129;33;21;50;1;2;7;1;154;30;45;8;3
CAPITAL;SALTA;2K;ESCUELA Nº 8136 LA SAGRADA FAMILIA;1305;344;133;30;11;45;4;3;4;4;157;33;45;8;2
CAPITAL;SALTA;2K;ESCUELA Nº 8136 LA SAGRADA FAMILIA;1306;340;126;16;19;41;0;4;5;5;136;26;49;13;6
CAPITAL;SALTA;2K;ESCUELA Nº 8136 LA SAGRADA FAMILIA;1307;344;129;35;10;52;2;1;7;4;155;38;44;3;3
CAPITAL;SALTA;2K;ESCUELA Nº 8136 LA SAGRADA FAMILIA;1308;340;128;39;12;43;1;1;3;1;154;39;40;8;2
CAPITAL;SALTA;2K;ESCUELA Nº 8136 LA SAGRADA FAMILIA;1309;346;115;28;13;36;3;1;7;5;125;34;44;8;4
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1310;332;122;53;15;46;0;5;6;5;127;51;45;14;4
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1311;332;105;34;17;37;5;2;4;6;133;33;38;6;4
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1312;332;116;46;24;35;0;3;7;2;141;45;32;7;5
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1313;332;105;44;17;29;6;1;3;6;124;42;31;10;5
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1314;332;112;40;24;37;1;2;7;4;127;48;37;7;8
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1315;331;105;42;16;43;0;2;4;8;125;35;33;7;9
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1316;330;125;47;21;30;0;0;3;4;151;45;34;5;5
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1317;330;108;46;6;36;3;1;7;4;130;40;31;13;8
CAPITAL;SALTA;2L;ESCUELA Nº 4647 MARIANO BOEDO;1318;336;106;39;19;44;1;1;5;0;155;38;43;2;1
CAPITAL;SALTA;2L;ESCUELA PARR. Nº 8073 NTRA. SRA. DE LA CANDELARIA;1319;330;108;43;16;42;1;2;4;6;127;47;34;6;3
CAPITAL;SALTA;2L;ESCUELA PARR. Nº 8073 NTRA. SRA. DE LA CANDELARIA;1320;331;128;34;7;34;3;4;3;2;143;41;36;6;5
CAPITAL;SALTA;2L;ESCUELA PARR. Nº 8073 NTRA. SRA. DE LA CANDELARIA;1321;331;113;36;16;41;2;1;13;1;120;46;45;6;3
CAPITAL;SALTA;2L;ESCUELA PARR. Nº 8073 NTRA. SRA. DE LA CANDELARIA;1322;331;108;39;16;31;4;5;5;4;137;41;39;9;4
CAPITAL;SALTA;2L;ESCUELA PARR. Nº 8073 NTRA. SRA. DE LA CANDELARIA;1323;331;123;32;20;53;0;1;2;6;135;48;47;6;8
CAPITAL;SALTA;2L;ESCUELA PARR. Nº 8073 NTRA. SRA. DE LA CANDELARIA;1324;334;123;35;20;38;0;1;0;4;147;37;32;6;2
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1325;344;127;35;16;42;3;5;4;1;144;41;48;7;4
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1326;345;121;34;14;46;3;1;13;3;144;40;41;10;8
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1327;346;129;44;18;38;0;3;6;2;152;39;35;10;4
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1328;346;132;32;22;43;3;1;5;2;142;33;47;7;6
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1329;346;124;39;12;43;4;3;6;3;154;31;35;11;0
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1330;346;139;36;17;39;0;0;5;2;157;33;43;8;5
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1331;345;117;31;22;46;3;1;3;2;159;40;38;5;4
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1332;344;115;36;17;38;5;3;7;6;152;34;42;7;3
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1333;346;119;33;19;50;4;2;8;2;142;34;54;10;5
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1334;346;127;34;20;40;3;3;5;3;150;42;39;6;4
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1335;346;129;23;18;49;3;2;7;4;146;31;46;9;7
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1336;344;119;39;15;33;2;5;6;5;135;48;36;11;10
CAPITAL;SALTA;2M;ESCUELA Nº 4028 BRIG.GRAL. J.A.ALVAREZ DE ARENALES;1337;349;115;31;17;48;1;1;8;6;133;39;50;11;9
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1338;345;114;28;23;47;0;2;11;3;147;32;43;12;5
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1339;344;119;33;16;50;3;3;6;3;141;33;51;11;2
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1340;346;92;39;24;46;2;3;8;6;124;42;44;12;5
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1341;346;107;33;17;39;7;1;6;2;125;28;47;10;9
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1342;345;119;34;23;47;4;1;5;5;148;37;43;6;3
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1343;345;115;30;21;48;5;2;2;3;158;37;46;7;3
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1344;344;120;29;17;54;1;4;3;4;139;37;47;8;6
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1345;344;111;44;15;38;2;2;9;5;131;42;45;10;4
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1346;345;131;31;17;52;1;3;6;4;144;42;38;5;5
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1347;346;97;41;18;54;3;2;8;3;151;33;43;10;5
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1348;345;122;38;20;60;1;3;4;1;136;42;55;9;8
CAPITAL;SALTA;2M;INSTITUTO Nº 8053 LA INMACULADA.;1349;348;137;21;27;31;1;3;6;1;160;26;33;10;8
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1350;340;106;28;18;59;2;0;1;2;122;31;59;7;4
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1351;343;107;34;21;43;0;4;4;2;140;29;54;10;3
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1352;341;119;25;24;51;1;1;5;3;150;30;47;5;4
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1353;342;117;31;16;45;3;3;9;0;143;35;45;6;4
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1354;342;117;41;27;49;2;1;5;4;150;43;43;11;6
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1355;342;117;31;21;46;4;5;6;2;144;23;53;10;9
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1356;342;111;33;36;48;2;3;9;4;149;46;40;7;8
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1357;343;128;41;15;44;0;0;6;2;156;34;40;7;5
CAPITAL;SALTA;2N;ESCUELA Nº 4009 9 DE JULIO DE 1816;1358;344;99;32;17;55;3;5;5;3;127;43;55;7;3
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1359;342;103;33;25;35;3;4;8;4;128;35;40;7;5
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1360;342;108;41;19;48;4;5;8;3;138;43;50;13;5
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1361;342;122;20;27;48;2;1;9;9;138;36;52;11;4
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1362;342;105;32;22;48;2;2;7;4;129;40;49;8;4
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1363;342;106;34;23;52;1;3;12;6;143;42;44;9;6
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1364;341;115;37;30;42;2;2;5;2;151;36;46;5;10
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1365;341;109;36;18;51;1;5;0;3;127;42;52;6;3
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1366;341;111;35;20;51;6;1;9;4;136;39;45;8;5
CAPITAL;SALTA;2N;ESCUELA Nº 4039 PCIA. DE BUENOS AIRES;1367;342;104;38;25;59;3;0;4;5;147;38;47;3;4
